type,gw,position,player_id,opta_id,name,player_position,points,is_top_player
gw,1,1,356,470551,Lukás Hornícek,GK,7,False
gw,1,2,248,493741,Rodrigo Pinheiro Ferreira,DEF,14,False
gw,1,3,388,497807,Leonardo Filipe Cruz Lelo,DEF,13,False
gw,1,4,247,165800,Luís Rafael Soares Alves,DEF,10,False
gw,1,5,499,586843,Alberto Oliveira Baio,DEF,10,False
gw,1,6,11,474841,Alfonso Trezza,MID,15,True
gw,1,7,414,222564,Francisco António Machado Mota de Castro Trincão,MID,14,False
gw,1,8,381,244663,Vitor Carvalho Vieira,MID,10,False
gw,1,9,482,424821,Eduardo Gabriel Aquino Cossa,MID,10,False
gw,1,10,21,466464,Naïs Djouahra,MID,9,False
gw,1,11,494,624878,Samu Aghehowa,FWD,10,False
gw,10,1,267,463894,Andrew da Silva Ventura,GK,8,False
gw,10,2,198,563789,Sidny Lopes Cabral,DEF,20,True
gw,10,3,57,465192,Tomás Lemos Araújo,DEF,13,False
gw,10,4,51,550342,Samuel Dahl,DEF,13,False
gw,10,5,153,625764,Pedro Maria Salgueiro Costa Pessoa Carvalho,DEF,9,False
gw,10,6,273,510501,José Carlos Teixeira Lopes dos Reis Gonçalves,DEF,9,False
gw,10,7,154,448403,Yanis Begraoui,MID,19,False
gw,10,8,428,433145,Pedro António Pereira Gonçalves,MID,13,False
gw,10,9,156,233010,Jordan Holsgrove,MID,10,False
gw,10,10,311,185590,Guilherme Schettine Guimarães,FWD,11,False
gw,10,11,190,247074,João Diogo Alves Rodrigues,FWD,9,False
gw,11,1,267,463894,Andrew da Silva Ventura,GK,10,False
gw,11,2,479,428400,Francisco Sampaio de Moura,DEF,11,False
gw,11,3,198,563789,Sidny Lopes Cabral,DEF,9,False
gw,11,4,441,564158,Óscar Rivas,DEF,8,False
gw,11,5,300,209619,Jóbson de Brito Gonzaga,DEF,8,False
gw,11,6,156,233010,Jordan Holsgrove,MID,16,True
gw,11,7,21,466464,Naïs Djouahra,MID,12,False
gw,11,8,159,171351,João António Antunes Carvalho,MID,11,False
gw,11,9,468,637125,Oumar Camara,MID,9,False
gw,11,10,502,590186,Victor Mow Froholdt,MID,9,False
gw,11,11,70,212690,Vangelis Pavlidis,FWD,9,False
gw,12,1,320,218473,Gabriel Batista de Souza,GK,8,False
gw,12,2,405,465190,Eduardo Filipe Quaresma Vieira Coimbra Simões,DEF,13,True
gw,12,3,387,531827,Gustaf Lagerbielke,DEF,13,False
gw,12,4,441,564158,Óscar Rivas,DEF,12,False
gw,12,5,463,231471,Rodrigo Abascal Barros,DEF,11,False
gw,12,6,468,637125,Oumar Camara,MID,11,False
gw,12,7,610,200931,Lincoln Henrique Oliveira dos Santos,MID,11,False
gw,12,8,448,482307,Benedito Mambuene Mukendi,MID,10,False
gw,12,9,414,222564,Francisco António Machado Mota de Castro Trincão,MID,10,False
gw,12,10,554,482987,Pedro Henryque Pereira dos Santos,MID,9,False
gw,12,11,437,432838,Luis Javier Suárez Charris,FWD,11,False
gw,13,1,529,490994,André Nogueira Gomes,GK,7,False
gw,13,2,325,125466,Frederico André Ferrão Venâncio,DEF,14,True
gw,13,3,608,465495,Ricard Sánchez,DEF,9,False
gw,13,4,640,440854,Jakub Kiwior,DEF,9,False
gw,13,5,531,563661,Kaiky Marques Naves,DEF,8,False
gw,13,6,221,546662,André Luiz Inácio da Silva,MID,10,False
gw,13,7,584,439789,Ianis Stoica,MID,9,False
gw,13,8,204,516038,Abraham Ayomide Marcus,MID,9,False
gw,13,9,581,501280,Patrick de Paula Carreiro,MID,8,False
gw,13,10,613,570891,Óscar Perea,MID,8,False
gw,13,11,229,500904,Clayton Fernandes Silva,FWD,10,False
gw,14,1,127,563659,Kaique Pereira Azarias,GK,14,False
gw,14,2,573,492198,Georgios Vagiannidis,DEF,14,False
gw,14,3,416,473215,Maximiliano Araújo,DEF,13,False
gw,14,4,479,428400,Francisco Sampaio de Moura,DEF,10,False
gw,14,5,63,134103,Fredrik Aursnes,MID,16,True
gw,14,6,257,590006,Gustavo Filipe Alves de Freitas Azevedo e Sá,MID,15,False
gw,14,7,421,494424,Geny Cipriano Catamo,MID,14,False
gw,14,8,468,637125,Oumar Camara,MID,10,False
gw,14,9,260,652987,Yassir Zabiri,FWD,15,False
gw,14,10,70,212690,Vangelis Pavlidis,FWD,15,False
gw,14,11,437,432838,Luis Javier Suárez Charris,FWD,12,False
gw,15,1,193,69737,Renan Ribeiro,GK,9,False
gw,15,2,92,242260,Gaizka Larrazabal,DEF,13,False
gw,15,3,152,229666,Pedro Miguel Gaspar Amaral,DEF,10,False
gw,15,4,52,57410,Nicolás Otamendi,DEF,10,False
gw,15,5,122,535544,José Vítor Lima Cardoso,DEF,8,False
gw,15,6,416,473215,Maximiliano Araújo,DEF,8,False
gw,15,7,505,490799,Borja Sainz Eguskiza,MID,14,True
gw,15,8,221,546662,André Luiz Inácio da Silva,MID,10,False
gw,15,9,486,514587,Alan Varela,MID,8,False
gw,15,10,453,509046,Telmo Emanuel Gomes Arcanjo,MID,8,False
gw,15,11,655,437955,Fotis Ioannidis,FWD,8,False
gw,16,1,459,479839,Juan Diego Castillo Reyes,GK,7,False
gw,16,2,416,473215,Maximiliano Araújo,DEF,14,False
gw,16,3,615,195777,Abdu Cadri Conté,DEF,8,False
gw,16,4,52,57410,Nicolás Otamendi,DEF,8,False
gw,16,5,154,448403,Yanis Begraoui,MID,14,False
gw,16,6,185,437913,Jovane Eduardo Borges Cabral,MID,13,False
gw,16,7,526,610163,Alexsandro Amorim de Freitas Filho,MID,10,False
gw,16,8,11,474841,Alfonso Trezza,MID,10,False
gw,16,9,253,532393,Marcos Vinicios Lopes Moura,MID,10,False
gw,16,10,437,432838,Luis Javier Suárez Charris,FWD,19,True
gw,16,11,494,624878,Samu Aghehowa,FWD,12,False
gw,17,1,240,233774,Lazar Carevic,GK,8,False
gw,17,2,433,551195,Diogo Martins Travassos,DEF,15,True
gw,17,3,544,535576,Emmanuel Maviram,DEF,14,False
gw,17,4,463,231471,Rodrigo Abascal Barros,DEF,9,False
gw,17,5,531,563661,Kaiky Marques Naves,DEF,8,False
gw,17,6,480,551367,Martim Moreira Moutinho Fernandes,DEF,8,False
gw,17,7,473,710101,Noah Jose Saviolo,MID,13,False
gw,17,8,221,546662,André Luiz Inácio da Silva,MID,12,False
gw,17,9,223,461682,Brandon Aguilera,MID,8,False
gw,17,10,70,212690,Vangelis Pavlidis,FWD,15,False
gw,17,11,229,500904,Clayton Fernandes Silva,FWD,9,False
gw,18,1,356,470551,Lukás Hornícek,GK,11,False
gw,18,2,300,209619,Jóbson de Brito Gonzaga,DEF,15,False
gw,18,3,347,534335,Paulo Victor de Almeida Barbosa,DEF,13,False
gw,18,4,122,535544,José Vítor Lima Cardoso,DEF,12,False
gw,18,5,152,229666,Pedro Miguel Gaspar Amaral,DEF,10,False
gw,18,6,154,448403,Yanis Begraoui,MID,18,True
gw,18,7,159,171351,João António Antunes Carvalho,MID,16,False
gw,18,8,421,494424,Geny Cipriano Catamo,MID,14,False
gw,18,9,337,495546,Vinícius Lopes da Silva,MID,11,False
gw,18,10,315,551121,Rodrigo Alonso Martin,MID,10,False
gw,18,11,140,246719,Jesús Andrés Ramírez Díaz,FWD,16,False
gw,19,1,127,563659,Kaique Pereira Azarias,GK,9,False
gw,19,2,198,563789,Sidny Lopes Cabral,DEF,19,True
gw,19,3,300,209619,Jóbson de Brito Gonzaga,DEF,13,False
gw,19,4,120,200908,Leonardo Rodrigues dos Santos,DEF,12,False
gw,19,5,480,551367,Martim Moreira Moutinho Fernandes,DEF,12,False
gw,19,6,373,473218,Rodrigo Zalazar,MID,13,False
gw,19,7,369,155476,Ricardo Jorge da Luz Horta,MID,13,False
gw,19,8,256,629743,Mathias De Amorim,MID,12,False
gw,19,9,154,448403,Yanis Begraoui,MID,12,False
gw,19,10,162,440855,Alejandro Marqués,FWD,11,False
gw,19,11,70,212690,Vangelis Pavlidis,FWD,11,False
gw,2,1,240,233774,Lazar Carevic,GK,8,False
gw,2,2,574,176490,Ricardo Luís Chaby Mangas,DEF,20,True
gw,2,3,90,250510,Duplexe Tchamba,DEF,13,False
gw,2,4,406,509111,Gonçalo Bernardo Inácio,DEF,13,False
gw,2,5,298,564886,Dinis Lourenço Casals Namura Borges Pinto,DEF,11,False
gw,2,6,477,486212,Zaidu Sanusi,DEF,10,False
gw,2,7,414,222564,Francisco António Machado Mota de Castro Trincão,MID,13,False
gw,2,8,502,590186,Victor Mow Froholdt,MID,11,False
gw,2,9,377,561806,Diego Henrique Oliveira Rodrigues,MID,9,False
gw,2,10,100,490014,Oluwakorede David Osundina,MID,9,False
gw,2,11,437,432838,Luis Javier Suárez Charris,FWD,10,False
gw,20,1,542,482855,Bernardo Caltabiano Parise Fontes,GK,11,False
gw,20,2,9,489087,Tiago Alexandre de Sousa Esgaio,DEF,15,False
gw,20,3,271,83126,Jonathan Buatu Mananga,DEF,12,False
gw,20,4,4,490862,José Fontán,DEF,11,False
gw,20,5,676,166377,Bas Kuipers,DEF,10,False
gw,20,6,369,155476,Ricardo Jorge da Luz Horta,MID,17,True
gw,20,7,154,448403,Yanis Begraoui,MID,13,False
gw,20,8,594,181442,Murilo de Souza Costa,MID,12,False
gw,20,9,276,562515,Santiago García,MID,11,False
gw,20,10,394,504584,Pau Victor Delgado,FWD,14,False
gw,20,11,293,561812,Gustavo Miguel Pereira Sousa Varela,FWD,9,False
gw,21,1,87,218495,Patrick Sequeira,GK,8,False
gw,21,2,195,492318,Jefferson Anilson Silva Encada,DEF,12,False
gw,21,3,169,180197,Francisco Reis Ferreira,DEF,8,False
gw,21,4,130,536858,Alan Herminio Nuñez Duarte,DEF,8,False
gw,21,5,96,438311,João Pedro Goulart Silva,DEF,8,False
gw,21,6,654,210159,Florian Grillitsch,MID,14,True
gw,21,7,369,155476,Ricardo Jorge da Luz Horta,MID,14,False
gw,21,8,554,482987,Pedro Henryque Pereira dos Santos,MID,12,False
gw,21,9,264,551157,Pedro Miguel Costa Santos,MID,10,False
gw,21,10,11,474841,Alfonso Trezza,MID,10,False
gw,21,11,602,608428,Antoine Joujou,FWD,9,False
gw,22,1,679,533623,Adriel Vasconcelos Ramos,GK,7,False
gw,22,2,508,171771,Jan Kacper Bednarek,DEF,14,True
gw,22,3,464,437625,Miguel Raimundo Nóbrega,DEF,9,False
gw,22,4,461,617055,Thiago Balieiro Lourenço de Carvalho,DEF,9,False
gw,22,5,27,515582,Cristian Devenish,DEF,8,False
gw,22,6,276,562515,Santiago García,MID,13,False
gw,22,7,369,155476,Ricardo Jorge da Luz Horta,MID,9,False
gw,22,8,316,612313,Mateja Stjepanović,MID,8,False
gw,22,9,449,569691,Diogo Lobão de Sousa,MID,8,False
gw,22,10,414,222564,Francisco António Machado Mota de Castro Trincão,MID,8,False
gw,22,11,109,130925,Cassiano Dias Moreira,FWD,10,False
gw,23,1,692,204838,Ignacio de Arruabarrena,GK,8,False
gw,23,2,545,181230,Roberto de Jesus Machado,DEF,13,False
gw,23,3,50,461266,Alexander Bah,DEF,13,False
gw,23,4,147,459633,Felix Bacher,DEF,10,False
gw,23,5,198,563789,Sidny Lopes Cabral,DEF,10,False
gw,23,6,373,473218,Rodrigo Zalazar,MID,17,True
gw,23,7,154,448403,Yanis Begraoui,MID,13,False
gw,23,8,414,222564,Francisco António Machado Mota de Castro Trincão,MID,13,False
gw,23,9,251,219230,Gil Bastião Dias,MID,11,False
gw,23,10,11,474841,Alfonso Trezza,MID,10,False
gw,23,11,18,650930,Dylan Nandín,FWD,6,False
gw,24,1,679,533623,Adriel Vasconcelos Ramos,GK,9,False
gw,24,2,197,500775,Bernardo Schappo,DEF,8,False
gw,24,3,726,688894,Gustavo Teixeira Lopes da Conceição,DEF,8,False
gw,24,4,545,181230,Roberto de Jesus Machado,DEF,8,False
gw,24,5,247,165800,Luís Rafael Soares Alves,DEF,8,False
gw,24,6,373,473218,Rodrigo Zalazar,MID,14,True
gw,24,7,483,577109,William Gomes Carvalho Santos,MID,11,False
gw,24,8,335,468232,Gabriel Silva Vieira,MID,9,False
gw,24,9,632,532607,Lucas Figueiredo dos Santos,MID,8,False
gw,24,10,21,466464,Naïs Djouahra,MID,8,False
gw,24,11,437,432838,Luis Javier Suárez Charris,FWD,11,False
gw,25,1,320,218473,Gabriel Batista de Souza,GK,8,False
gw,25,2,332,545536,Sidney Alexssander Pena de Lima,DEF,14,True
gw,25,3,248,493741,Rodrigo Pinheiro Ferreira,DEF,13,False
gw,25,4,741,424523,Guilherme Kennedy Romão,DEF,11,False
gw,25,5,28,154075,Aderllan Leandro de Jesus Santos,DEF,8,False
gw,25,6,660,102637,Jakub Brabec,DEF,7,False
gw,25,7,373,473218,Rodrigo Zalazar,MID,11,False
gw,25,8,369,155476,Ricardo Jorge da Luz Horta,MID,10,False
gw,25,9,502,590186,Victor Mow Froholdt,MID,9,False
gw,25,10,686,638946,Oskar Pietuszewski,MID,8,False
gw,25,11,707,176618,Héctor Hernández,FWD,8,False
gw,26,1,145,78315,Joel Robles,GK,7,False
gw,26,2,147,459633,Felix Bacher,DEF,14,True
gw,26,3,244,467622,Justin de Haas,DEF,9,False
gw,26,4,169,180197,Francisco Reis Ferreira,DEF,8,False
gw,26,5,332,545536,Sidney Alexssander Pena de Lima,DEF,8,False
gw,26,6,571,700306,Agustín Moreira,MID,12,False
gw,26,7,502,590186,Victor Mow Froholdt,MID,10,False
gw,26,8,253,532393,Marcos Vinicios Lopes Moura,MID,10,False
gw,26,9,592,437557,Dario Spikic,MID,9,False
gw,26,10,335,468232,Gabriel Silva Vieira,MID,9,False
gw,26,11,727,610895,Jalen Blesa,FWD,11,False
gw,27,1,240,233774,Lazar Carevic,GK,9,False
gw,27,2,245,640430,Ibrahima Ba,DEF,12,False
gw,27,3,660,102637,Jakub Brabec,DEF,9,False
gw,27,4,169,180197,Francisco Reis Ferreira,DEF,9,False
gw,27,5,204,516038,Abraham Ayomide Marcus,MID,17,True
gw,27,6,428,433145,Pedro António Pereira Gonçalves,MID,12,False
gw,27,7,705,720756,Eddy Doué,MID,10,False
gw,27,8,74,501534,Richard Ríos Montoya,MID,10,False
gw,27,9,60,575216,Gianluca Prestianni,MID,10,False
gw,27,10,191,203757,Rodrigo Cunha Pereira de Pinho,FWD,11,False
gw,27,11,70,212690,Vangelis Pavlidis,FWD,9,False
gw,28,1,286,244517,Daniel Alexis Leite Figueira,GK,7,False
gw,28,2,443,546426,João Miguel Teixeira Mendes,DEF,12,False
gw,28,3,120,200908,Leonardo Rodrigues dos Santos,DEF,9,False
gw,28,4,122,535544,José Vítor Lima Cardoso,DEF,8,False
gw,28,5,468,637125,Oumar Camara,MID,13,True
gw,28,6,632,532607,Lucas Figueiredo dos Santos,MID,11,False
gw,28,7,452,189570,Fábio Samuel Amorim da Silva,MID,9,False
gw,28,8,414,222564,Francisco António Machado Mota de Castro Trincão,MID,9,False
gw,28,9,293,561812,Gustavo Miguel Pereira Sousa Varela,FWD,11,False
gw,28,10,429,593121,Rafael Ferreira Nel,FWD,10,False
gw,28,11,23,463055,Iván Martinez Gonzalvez,FWD,9,False
gw,29,1,127,563659,Kaique Pereira Azarias,GK,9,False
gw,29,2,218,242852,Marios Vrousai,DEF,10,False
gw,29,3,213,444894,Nelson Abbey,DEF,7,False
gw,29,4,477,486212,Zaidu Sanusi,DEF,7,False
gw,29,5,212,493502,Andreas Ntoi,DEF,7,False
gw,29,6,502,590186,Victor Mow Froholdt,MID,13,True
gw,29,7,520,510363,Francisco Jorge Tavares Oliveira,MID,12,False
gw,29,8,60,575216,Gianluca Prestianni,MID,11,False
gw,29,9,59,489853,Andreas Schjelderup,MID,10,False
gw,29,10,648,486897,Tamás Nikitscher,MID,9,False
gw,29,11,612,87498,António Manuel Fernandes Mendes,FWD,6,False
gw,3,1,240,233774,Lazar Carevic,GK,10,False
gw,3,2,478,441052,Nehuén Pérez,DEF,13,False
gw,3,3,499,586843,Alberto Oliveira Baio,DEF,13,False
gw,3,4,73,463726,Amar Dedic,DEF,10,False
gw,3,5,198,563789,Sidny Lopes Cabral,DEF,8,False
gw,3,6,428,433145,Pedro António Pereira Gonçalves,MID,22,True
gw,3,7,505,490799,Borja Sainz Eguskiza,MID,14,False
gw,3,8,63,134103,Fredrik Aursnes,MID,9,False
gw,3,9,229,500904,Clayton Fernandes Silva,FWD,15,False
gw,3,10,311,185590,Guilherme Schettine Guimarães,FWD,11,False
gw,3,11,437,432838,Luis Javier Suárez Charris,FWD,9,False
gw,30,1,542,482855,Bernardo Caltabiano Parise Fontes,GK,9,False
gw,30,2,9,489087,Tiago Alexandre de Sousa Esgaio,DEF,14,True
gw,30,3,96,438311,João Pedro Goulart Silva,DEF,10,False
gw,30,4,118,497919,José Manuel Mendes Gomes,DEF,10,False
gw,30,5,359,437481,Víctor Gómez,DEF,10,False
gw,30,6,93,84719,André Geraldes de Barros,DEF,9,False
gw,30,7,369,155476,Ricardo Jorge da Luz Horta,MID,11,False
gw,30,8,694,567802,Diogo Bezerra de Oliveira,MID,10,False
gw,30,9,307,225292,Alan de Souza Guimarães,MID,10,False
gw,30,10,251,219230,Gil Bastião Dias,MID,9,False
gw,30,11,394,504584,Pau Victor Delgado,FWD,8,False
gw,31,1,395,124097,Rui Tiago Dantas da Silva,GK,9,False
gw,31,2,244,467622,Justin de Haas,DEF,14,True
gw,31,3,531,563661,Kaiky Marques Naves,DEF,9,False
gw,31,4,499,586843,Alberto Oliveira Baio,DEF,9,False
gw,31,5,594,181442,Murilo de Souza Costa,MID,13,False
gw,31,6,74,501534,Richard Ríos Montoya,MID,12,False
gw,31,7,64,447281,Leandro Barreiro,MID,11,False
gw,31,8,556,209081,Cícero Clébson Alves Santana,MID,9,False
gw,31,9,421,494424,Geny Cipriano Catamo,MID,9,False
gw,31,10,496,596063,Deniz Gül,FWD,10,False
gw,31,11,86,515168,Franjo Ivanović,FWD,9,False
gw,32,1,475,216050,Diogo Meireles da Costa,GK,8,False
gw,32,2,508,171771,Jan Kacper Bednarek,DEF,15,True
gw,32,3,406,509111,Gonçalo Bernardo Inácio,DEF,13,False
gw,32,4,9,489087,Tiago Alexandre de Sousa Esgaio,DEF,11,False
gw,32,5,550,546538,Tiago Miguel Silva Manso,DEF,10,False
gw,32,6,300,209619,Jóbson de Brito Gonzaga,DEF,9,False
gw,32,7,37,515282,Pedro Lima Barros,MID,10,False
gw,32,8,256,629743,Mathias De Amorim,MID,10,False
gw,32,9,59,489853,Andreas Schjelderup,MID,10,False
gw,32,10,41,700307,Guilherme Neiva Silva,MID,9,False
gw,32,11,437,432838,Luis Javier Suárez Charris,FWD,13,False
gw,33,1,542,482855,Bernardo Caltabiano Parise Fontes,GK,7,False
gw,33,2,331,201224,Pedro Jorge Pacheco Seabra,DEF,14,True
gw,33,3,92,242260,Gaizka Larrazabal,DEF,13,False
gw,33,4,550,546538,Tiago Miguel Silva Manso,DEF,11,False
gw,33,5,347,534335,Paulo Victor de Almeida Barbosa,DEF,8,False
gw,33,6,676,166377,Bas Kuipers,DEF,8,False
gw,33,7,683,230842,Roni Medeiros de Moura,MID,13,False
gw,33,8,632,532607,Lucas Figueiredo dos Santos,MID,9,False
gw,33,9,684,543996,Makan Aiko,MID,9,False
gw,33,10,13,535275,Taichi Fukui,MID,8,False
gw,33,11,23,463055,Iván Martinez Gonzalvez,FWD,8,False
gw,34,1,127,563659,Kaique Pereira Azarias,GK,13,False
gw,34,2,405,465190,Eduardo Filipe Quaresma Vieira Coimbra Simões,DEF,14,True
gw,34,3,50,461266,Alexander Bah,DEF,12,False
gw,34,4,724,581730,Stefan Lekovic,DEF,10,False
gw,34,5,247,165800,Luís Rafael Soares Alves,DEF,10,False
gw,34,6,45,486963,Leonardo Daniel Rivas Conge,DEF,8,False
gw,34,7,13,535275,Taichi Fukui,MID,9,False
gw,34,8,11,474841,Alfonso Trezza,MID,9,False
gw,34,9,417,454812,Morten Hjulmand,MID,8,False
gw,34,10,74,501534,Richard Ríos Montoya,MID,8,False
gw,34,11,140,246719,Jesús Andrés Ramírez Díaz,FWD,11,False
gw,4,1,320,218473,Gabriel Batista de Souza,GK,14,False
gw,4,2,330,502218,Matheus Pereira de Souza,DEF,15,True
gw,4,3,325,125466,Frederico André Ferrão Venâncio,DEF,14,False
gw,4,4,244,467622,Justin de Haas,DEF,14,False
gw,4,5,328,447171,Lucas Soares de Almeida,DEF,13,False
gw,4,6,332,545536,Sidney Alexssander Pena de Lima,DEF,13,False
gw,4,7,335,468232,Gabriel Silva Vieira,MID,13,False
gw,4,8,141,436719,Paulo Henrique Pereira da Silva,MID,10,False
gw,4,9,483,577109,William Gomes Carvalho Santos,MID,9,False
gw,4,10,229,500904,Clayton Fernandes Silva,FWD,10,False
gw,4,11,171,538721,André Filipe Ferreira Lacximicant,FWD,9,False
gw,5,1,529,490994,André Nogueira Gomes,GK,14,False
gw,5,2,608,465495,Ricard Sánchez,DEF,15,True
gw,5,3,614,502048,David Sousa Albino,DEF,13,False
gw,5,4,301,109326,Marcelo dos Santos Ferreira,DEF,10,False
gw,5,5,463,231471,Rodrigo Abascal Barros,DEF,10,False
gw,5,6,92,242260,Gaizka Larrazabal,DEF,10,False
gw,5,7,159,171351,João António Antunes Carvalho,MID,12,False
gw,5,8,307,225292,Alan de Souza Guimarães,MID,11,False
gw,5,9,428,433145,Pedro António Pereira Gonçalves,MID,10,False
gw,5,10,166,514828,Nodar Lominadze,MID,8,False
gw,5,11,456,57114,Nélson Miguel Castro Oliveira,FWD,7,False
gw,6,1,193,69737,Renan Ribeiro,GK,10,False
gw,6,2,52,57410,Nicolás Otamendi,DEF,13,False
gw,6,3,73,463726,Amar Dedic,DEF,11,False
gw,6,4,51,550342,Samuel Dahl,DEF,11,False
gw,6,5,54,483067,António João Pereira de Albuquerque Tavares da Silva,DEF,10,False
gw,6,6,6,437745,Boris Popovic,DEF,9,False
gw,6,7,653,465911,Heorhii Sudakov,MID,18,True
gw,6,8,506,514189,Gabriel Veiga Novas,MID,13,False
gw,6,9,414,222564,Francisco António Machado Mota de Castro Trincão,MID,11,False
gw,6,10,341,532614,Matheus Nunes Fagundes de Araújo,MID,9,False
gw,6,11,70,212690,Vangelis Pavlidis,FWD,16,False
gw,7,1,193,69737,Renan Ribeiro,GK,7,False
gw,7,2,198,563789,Sidny Lopes Cabral,DEF,13,True
gw,7,3,479,428400,Francisco Sampaio de Moura,DEF,12,False
gw,7,4,118,497919,José Manuel Mendes Gomes,DEF,11,False
gw,7,5,416,473215,Maximiliano Araújo,DEF,9,False
gw,7,6,197,500775,Bernardo Schappo,DEF,8,False
gw,7,7,621,109653,Marcos Paulo Mesquita Lopes,MID,9,False
gw,7,8,103,220001,Jérémy Livolant,MID,9,False
gw,7,9,584,439789,Ianis Stoica,MID,8,False
gw,7,10,190,247074,João Diogo Alves Rodrigues,FWD,11,False
gw,7,11,70,212690,Vangelis Pavlidis,FWD,11,False
gw,8,1,193,69737,Renan Ribeiro,GK,7,False
gw,8,2,271,83126,Jonathan Buatu Mananga,DEF,10,False
gw,8,3,120,200908,Leonardo Rodrigues dos Santos,DEF,9,False
gw,8,4,244,467622,Justin de Haas,DEF,9,False
gw,8,5,103,220001,Jérémy Livolant,MID,13,True
gw,8,6,221,546662,André Luiz Inácio da Silva,MID,13,False
gw,8,7,452,189570,Fábio Samuel Amorim da Silva,MID,12,False
gw,8,8,159,171351,João António Antunes Carvalho,MID,10,False
gw,8,9,570,218440,Igor Matheus Liziero Pereira,MID,9,False
gw,8,10,281,530335,Pablo Felipe Pereira de Jesus,FWD,12,False
gw,8,11,140,246719,Jesús Andrés Ramírez Díaz,FWD,11,False
gw,9,1,267,463894,Andrew da Silva Ventura,GK,12,False
gw,9,2,387,531827,Gustaf Lagerbielke,DEF,16,True
gw,9,3,52,57410,Nicolás Otamendi,DEF,13,False
gw,9,4,218,242852,Marios Vrousai,DEF,10,False
gw,9,5,347,534335,Paulo Victor de Almeida Barbosa,DEF,9,False
gw,9,6,122,535544,José Vítor Lima Cardoso,DEF,9,False
gw,9,7,428,433145,Pedro António Pereira Gonçalves,MID,13,False
gw,9,8,256,629743,Mathias De Amorim,MID,11,False
gw,9,9,289,524009,Luís André Leite Esteves,MID,11,False
gw,9,10,337,495546,Vinícius Lopes da Silva,MID,10,False
gw,9,11,70,212690,Vangelis Pavlidis,FWD,15,False
season,,1,475,216050,Diogo Meireles da Costa,GK,168,False
season,,2,508,171771,Jan Kacper Bednarek,DEF,174,False
season,,3,244,467622,Justin de Haas,DEF,164,False
season,,4,406,509111,Gonçalo Bernardo Inácio,DEF,155,False
season,,5,414,222564,Francisco António Machado Mota de Castro Trincão,MID,195,False
season,,6,154,448403,Yanis Begraoui,MID,185,False
season,,7,369,155476,Ricardo Jorge da Luz Horta,MID,166,False
season,,8,428,433145,Pedro António Pereira Gonçalves,MID,166,False
season,,9,502,590186,Victor Mow Froholdt,MID,164,False
season,,10,437,432838,Luis Javier Suárez Charris,FWD,213,True
season,,11,70,212690,Vangelis Pavlidis,FWD,186,False
